DateTime,Year,Month,Day,Parma,Lucky
7/18/1980,1980,7,18,809,2265.96
7/19/1980,1980,7,19,868,2150.17
7/20/1980,1980,7,20,897,2079.67
7/21/1980,1980,7,21,940,2049.58
7/22/1980,1980,7,22,861,2100.08
7/23/1980,1980,7,23,767,1721.96
7/24/1980,1980,7,24,712,1923.62
7/25/1980,1980,7,25,710,1737.08
7/26/1980,1980,7,26,744,1676.58
7/27/1980,1980,7,27,762,1545.5
7/28/1980,1980,7,28,820,1560.62
7/29/1980,1980,7,29,804,1253.08
7/30/1980,1980,7,30,792,1540.46
7/31/1980,1980,7,31,766,1530.37
8/1/1980,1980,8,1,847,1293.41
8/2/1980,1980,8,2,866,1485
8/3/1980,1980,8,3,873,1348.87
8/4/1980,1980,8,4,930,1056.96
8/5/1980,1980,8,5,963,1258.96
8/6/1980,1980,8,6,833,1198.71
8/7/1980,1980,8,7,756,1309.87
8/8/1980,1980,8,8,766,1088.12
8/9/1980,1980,8,9,716,1128.29
8/10/1980,1980,8,10,725,1097.96
8/11/1980,1980,8,11,787,1244.16
8/12/1980,1980,8,12,714,1022.33
8/13/1980,1980,8,13,664,1002.41
8/14/1980,1980,8,14,642,1017.71
8/15/1980,1980,8,15,660,861.58
8/16/1980,1980,8,16,681,710.41
8/17/1980,1980,8,17,728,912.08
8/18/1980,1980,8,18,809,1058.29
8/19/1980,1980,8,19,798,761.25
8/20/1980,1980,8,20,746,509.83
8/21/1980,1980,8,21,694,1231.04
8/22/1980,1980,8,22,700,807.54
8/23/1980,1980,8,23,722,1024.33
8/24/1980,1980,8,24,732,963.83
8/25/1980,1980,8,25,781,762.75
8/26/1980,1980,8,26,750,788.37
8/27/1980,1980,8,27,763,506.79
8/28/1980,1980,8,28,751,658.71
8/29/1980,1980,8,29,825,876.17
8/30/1980,1980,8,30,918,679.71
8/31/1980,1980,8,31,982,871.21
9/1/1980,1980,9,1,1020,629.71
9/2/1980,1980,9,2,1040,821.79
9/3/1980,1980,9,3,1100,777.08
9/4/1980,1980,9,4,1070,1145.79
9/5/1980,1980,9,5,1050,883.96
9/6/1980,1980,9,6,1010,1025.21
9/7/1980,1980,9,7,998,904.21
9/8/1980,1980,9,8,992,1030.67
9/9/1980,1980,9,9,917,1045.96
9/10/1980,1980,9,10,994,1025.96
9/11/1980,1980,9,11,1700,1228.21
9/12/1980,1980,9,12,1870,1350.37
9/13/1980,1980,9,13,1720,918.29
9/14/1980,1980,9,14,2090,1337.33
9/15/1980,1980,9,15,1940,1691.08
9/16/1980,1980,9,16,1750,1611.08
9/17/1980,1980,9,17,1640,623.33
9/18/1980,1980,9,18,1580,391.83
9/19/1980,1980,9,19,1570,498.54
9/20/1980,1980,9,20,1530,655
9/21/1980,1980,9,21,1530,1442
9/22/1980,1980,9,22,1490,1114.62
9/23/1980,1980,9,23,1410,1028.92
9/24/1980,1980,9,24,1340,1003.71
9/25/1980,1980,9,25,1260,1008.75
9/26/1980,1980,9,26,1230,983.54
9/27/1980,1980,9,27,1220,910.44
9/28/1980,1980,9,28,1170,804.56
9/29/1980,1980,9,29,1110,804.56
9/30/1980,1980,9,30,1050,854.98
10/1/1980,1980,10,1,990,3522.17
10/2/1980,1980,10,2,982,2735.67
10/3/1980,1980,10,3,938,360.03
10/4/1980,1980,10,4,915,286.93
10/5/1980,1980,10,5,878,260.21
10/6/1980,1980,10,6,863,231.47
10/7/1980,1980,10,7,791,125.09
10/8/1980,1980,10,8,770,52.4
10/9/1980,1980,10,9,791,67.65
10/10/1980,1980,10,10,827,261.34
10/11/1980,1980,10,11,930,-140.47
10/12/1980,1980,10,12,938,752.92
10/13/1980,1980,10,13,960,601.67
10/14/1980,1980,10,14,990,198.33
10/15/1980,1980,10,15,1070,535.5
10/16/1980,1980,10,16,1210,603.75
10/17/1980,1980,10,17,982,553.33
10/18/1980,1980,10,18,1070,150
10/19/1980,1980,10,19,1080,1007.08
10/20/1980,1980,10,20,1050,1196.21
10/21/1980,1980,10,21,1070,1276.72
10/22/1980,1980,10,22,1060,649.16
10/23/1980,1980,10,23,1030,-858.33
10/24/1980,1980,10,24,1020,1971.02
10/25/1980,1980,10,25,1010,295.23
10/26/1980,1980,10,26,1020,704.58
10/27/1980,1980,10,27,990,719.74
10/28/1980,1980,10,28,960,49.14
10/29/1980,1980,10,29,975,244.25
10/30/1980,1980,10,30,982,822.09
10/31/1980,1980,10,31,960,911.36
11/1/1980,1980,11,1,938,714.64
11/2/1980,1980,11,2,938,825.52
11/3/1980,1980,11,3,923,735.94
11/4/1980,1980,11,4,923,775.58
11/5/1980,1980,11,5,923,714.19
11/6/1980,1980,11,6,938,864.94
11/7/1980,1980,11,7,953,984.84
11/8/1980,1980,11,8,967,1200.72
11/9/1980,1980,11,9,953,1712.92
11/10/1980,1980,11,10,938,1612.08
11/11/1980,1980,11,11,923,1007.08
11/12/1980,1980,11,12,930,1021.23
11/13/1980,1980,11,13,908,984.3
11/14/1980,1980,11,14,908,1353.45
11/15/1980,1980,11,15,908,770.19
11/16/1980,1980,11,16,908,654.17
11/17/1980,1980,11,17,908,755
11/18/1980,1980,11,18,908,859.87
11/19/1980,1980,11,19,900,761.08
11/20/1980,1980,11,20,893,933.92
11/21/1980,1980,11,21,900,946.68
11/22/1980,1980,11,22,975,1029.71
11/23/1980,1980,11,23,967,1007.08
11/24/1980,1980,11,24,953,1092.79
11/25/1980,1980,11,25,915,838.66
11/26/1980,1980,11,26,900,807.4
11/27/1980,1980,11,27,893,835.73
11/28/1980,1980,11,28,893,1051.42
11/29/1980,1980,11,29,893,861.92
11/30/1980,1980,11,30,908,956.67
12/1/1980,1980,12,1,893,971.73
12/2/1980,1980,12,2,945,1208.75
12/3/1980,1980,12,3,960,1244.11
12/4/1980,1980,12,4,923,1561.67
12/5/1980,1980,12,5,900,1561.67
12/6/1980,1980,12,6,893,1309.58
12/7/1980,1980,12,7,885,1007.08
12/8/1980,1980,12,8,863,704.58
12/9/1980,1980,12,9,848,654.17
12/10/1980,1980,12,10,848,755
12/11/1980,1980,12,11,841,805.42
12/12/1980,1980,12,12,834,855.83
12/13/1980,1980,12,13,834,755
12/14/1980,1980,12,14,827,1158.33
12/15/1980,1980,12,15,819,402.08
12/16/1980,1980,12,16,819,1107.92
12/17/1980,1980,12,17,827,1057.5
12/18/1980,1980,12,18,819,956.67
12/19/1980,1980,12,19,812,855.83
12/20/1980,1980,12,20,812,956.67
12/21/1980,1980,12,21,812,1360
12/22/1980,1980,12,22,841,1259.17
12/23/1980,1980,12,23,834,1309.58
12/24/1980,1980,12,24,848,1360
12/25/1980,1980,12,25,1140,1460.83
12/26/1980,1980,12,26,1120,1712.92
12/27/1980,1980,12,27,1010,1712.92
12/28/1980,1980,12,28,960,1561.67
12/29/1980,1980,12,29,923,1309.58
12/30/1980,1980,12,30,915,1410.42
12/31/1980,1980,12,31,908,1511.25
1/1/1981,1981,1,1,893,1511.25
1/2/1981,1981,1,2,878,1511.25
1/3/1981,1981,1,3,870,1410.42
1/4/1981,1981,1,4,870,1410.42
1/5/1981,1981,1,5,856,1208.75
1/6/1981,1981,1,6,841,1107.92
1/7/1981,1981,1,7,834,1007.08
1/8/1981,1981,1,8,834,906.25
1/9/1981,1981,1,9,827,1057.5
1/10/1981,1981,1,10,819,906.25
1/11/1981,1981,1,11,812,1057.5
1/12/1981,1981,1,12,805,906.25
1/13/1981,1981,1,13,805,805.42
1/14/1981,1981,1,14,798,805.42
1/15/1981,1981,1,15,798,704.58
1/16/1981,1981,1,16,791,855.83
1/17/1981,1981,1,17,791,1259.17
1/18/1981,1981,1,18,791,1360
1/19/1981,1981,1,19,777,1309.58
1/20/1981,1981,1,20,777,1460.83
1/21/1981,1981,1,21,777,1360
1/22/1981,1981,1,22,770,1259.17
1/23/1981,1981,1,23,798,1712.92
1/24/1981,1981,1,24,945,1612.08
1/25/1981,1981,1,25,915,1511.25
1/26/1981,1981,1,26,841,1511.25
1/27/1981,1981,1,27,841,1460.83
1/28/1981,1981,1,28,856,2620.42
1/29/1981,1981,1,29,834,805.42
1/30/1981,1981,1,30,827,755
1/31/1981,1981,1,31,848,984.9
2/1/1981,1981,2,1,827,1093.8
2/2/1981,1981,2,2,812,992.97
2/3/1981,1981,2,3,805,785.25
2/4/1981,1981,2,4,784,704.58
2/5/1981,1981,2,5,777,719.71
2/6/1981,1981,2,6,784,921.38
2/7/1981,1981,2,7,784,848.78
2/8/1981,1981,2,8,777,861.88
2/9/1981,1981,2,9,777,761.05
2/10/1981,1981,2,10,763,757.02
2/11/1981,1981,2,11,749,743.91
2/12/1981,1981,2,12,749,741.89
2/13/1981,1981,2,13,756,1102.88
2/14/1981,1981,2,14,953,1708.88
2/15/1981,1981,2,15,1020,1618.13
2/16/1981,1981,2,16,893,1751.23
2/17/1981,1981,2,17,923,2283.63
2/18/1981,1981,2,18,908,2668.82
2/19/1981,1981,2,19,945,2658.73
2/20/1981,1981,2,20,982,2925.44
2/21/1981,1981,2,21,930,2473.71
2/22/1981,1981,2,22,900,2437.91
2/23/1981,1981,2,23,885,2488.33
2/24/1981,1981,2,24,885,2166.67
2/25/1981,1981,2,25,863,2045.67
2/26/1981,1981,2,26,848,2030.54
2/27/1981,1981,2,27,827,2025.5
2/28/1981,1981,2,28,819,1697.79
3/1/1981,1981,3,1,805,1638.63
3/2/1981,1981,3,2,798,2620.42
3/3/1981,1981,3,3,791,913.83
3/4/1981,1981,3,4,798,2161.67
3/5/1981,1981,3,5,938,2087.92
3/6/1981,1981,3,6,1210,1783.75
3/7/1981,1981,3,7,1240,2005
3/8/1981,1981,3,8,1250,946.25
3/9/1981,1981,3,9,1250,1752.92
3/10/1981,1981,3,10,1250,1702.5
3/11/1981,1981,3,11,1250,1481.25
3/12/1981,1981,3,12,1200,1753.75
3/13/1981,1981,3,13,1140,1753.75
3/14/1981,1981,3,14,1140,1804.17
3/15/1981,1981,3,15,1130,1804.17
3/16/1981,1981,3,16,1140,1955.42
3/17/1981,1981,3,17,1180,1924.58
3/18/1981,1981,3,18,1200,1803.33
3/19/1981,1981,3,19,1250,1702.5
3/20/1981,1981,3,20,1350,2026.25
3/21/1981,1981,3,21,1600,1956.25
3/22/1981,1981,3,22,1300,1956.25
3/23/1981,1981,3,23,1190,1855.42
3/24/1981,1981,3,24,1150,1704.17
3/25/1981,1981,3,25,1150,1956.25
3/26/1981,1981,3,26,1250,2157.92
3/27/1981,1981,3,27,1230,2107.5
3/28/1981,1981,3,28,1170,2510.83
3/29/1981,1981,3,29,1170,2107.5
3/30/1981,1981,3,30,1210,2540
3/31/1981,1981,3,31,1300,1923.75
4/1/1981,1981,4,1,1430,2760.42
4/2/1981,1981,4,2,1490,1600.83
4/3/1981,1981,4,3,1490,1953.75
4/4/1981,1981,4,4,1470,1651.25
4/5/1981,1981,4,5,1450,1600.83
4/6/1981,1981,4,6,1440,1852.92
4/7/1981,1981,4,7,1430,1883.75
4/8/1981,1981,4,8,1210,1853.75
4/9/1981,1981,4,9,1160,1783.75
4/10/1981,1981,4,10,1060,1905
4/11/1981,1981,4,11,997,1753.75
4/12/1981,1981,4,12,990,1602.5
4/13/1981,1981,4,13,900,1713.75
4/14/1981,1981,4,14,763,1622.08
4/15/1981,1981,4,15,777,1752.92
4/16/1981,1981,4,16,784,2053.75
4/17/1981,1981,4,17,749,2404.17
4/18/1981,1981,4,18,777,3128.75
4/19/1981,1981,4,19,827,3814.17
4/20/1981,1981,4,20,1340,5481.25
4/21/1981,1981,4,21,1140,6600.42
4/22/1981,1981,4,22,1180,5753.75
4/23/1981,1981,4,23,2010,4710
4/24/1981,1981,4,24,2110,5415.83
4/25/1981,1981,4,25,2130,7208.75
4/26/1981,1981,4,26,2400,6237.08
4/27/1981,1981,4,27,2810,6493.75
4/28/1981,1981,4,28,3250,5902.08
4/29/1981,1981,4,29,2720,5594.58
4/30/1981,1981,4,30,2060,6522.92
5/1/1981,1981,5,1,1900,7163.11
5/2/1981,1981,5,2,2480,8987.73
5/3/1981,1981,5,3,2900,8818.93
5/4/1981,1981,5,4,2930,6117.64
5/5/1981,1981,5,5,2120,5929.04
5/6/1981,1981,5,6,1490,5879.03
5/7/1981,1981,5,7,1210,4601.47
5/8/1981,1981,5,8,1000,5660.14
5/9/1981,1981,5,9,893,4026.9
5/10/1981,1981,5,10,863,3537.85
5/11/1981,1981,5,11,878,3388.54
5/12/1981,1981,5,12,770,3700.87
5/13/1981,1981,5,13,682,3584.67
5/14/1981,1981,5,14,688,2101.59
5/15/1981,1981,5,15,763,3831.98
5/16/1981,1981,5,16,834,3512.37
5/17/1981,1981,5,17,827,3381.57
5/18/1981,1981,5,18,870,3488.76
5/19/1981,1981,5,19,990,4230.71
5/20/1981,1981,5,20,1360,4898.71
5/21/1981,1981,5,21,1440,6220.95
5/22/1981,1981,5,22,1260,6526.93
5/23/1981,1981,5,23,1150,5777.61
5/24/1981,1981,5,24,1090,6117
5/25/1981,1981,5,25,1110,6609.11
5/26/1981,1981,5,26,1370,7983.98
5/27/1981,1981,5,27,2690,7246.55
5/28/1981,1981,5,28,3040,7461.67
5/29/1981,1981,5,29,2870,7368.81
5/30/1981,1981,5,30,3070,8149.44
5/31/1981,1981,5,31,3840,7666.93
6/1/1981,1981,6,1,4530,7209.75
6/2/1981,1981,6,2,4590,6509.37
6/3/1981,1981,6,3,4120,6011.08
6/4/1981,1981,6,4,3790,5741.76
6/5/1981,1981,6,5,3090,4673.35
6/6/1981,1981,6,6,2170,5597.03
6/7/1981,1981,6,7,1920,5977.55
6/8/1981,1981,6,8,2290,7750.86
6/9/1981,1981,6,9,3880,10459.22
6/10/1981,1981,6,10,5540,8215.51
6/11/1981,1981,6,11,6710,6605.14
6/12/1981,1981,6,12,6840,6184.44
6/13/1981,1981,6,13,6860,3801.19
6/14/1981,1981,6,14,5070,4680.04
6/15/1981,1981,6,15,3650,4220.42
6/16/1981,1981,6,16,2280,3779.58
6/17/1981,1981,6,17,1800,3643.33
6/18/1981,1981,6,18,1480,3430.85
6/19/1981,1981,6,19,1210,3410.97
6/20/1981,1981,6,20,1070,3511.52
6/21/1981,1981,6,21,923,3460.43
6/22/1981,1981,6,22,798,3358.83
6/23/1981,1981,6,23,533,3274.71
6/24/1981,1981,6,24,451,2996.05
6/25/1981,1981,6,25,411,2882.63
6/26/1981,1981,6,26,375,2670.27
6/27/1981,1981,6,27,354,2748.25
6/28/1981,1981,6,28,366,2608.5
6/29/1981,1981,6,29,411,2294.37
6/30/1981,1981,6,30,401,2188.86
7/1/1981,1981,7,1,379,2171.21
7/2/1981,1981,7,2,375,2358.7
7/3/1981,1981,7,3,401,1705.62
7/4/1981,1981,7,4,431,1971.56
7/5/1981,1981,7,5,482,1663.99
7/6/1981,1981,7,6,617,1968.46
7/7/1981,1981,7,7,915,1751.22
7/8/1981,1981,7,8,870,1629.29
7/9/1981,1981,7,9,854,1728.99
7/10/1981,1981,7,10,802,1562.18
7/11/1981,1981,7,11,663,1429.78
7/12/1981,1981,7,12,662,1291.07
7/13/1981,1981,7,13,726,1261.8
7/14/1981,1981,7,14,680,1237.85
7/15/1981,1981,7,15,613,1259.24
7/16/1981,1981,7,16,636,1240.87
7/17/1981,1981,7,17,699,1167.33
7/18/1981,1981,7,18,702,1098.82
7/19/1981,1981,7,19,631,1113
7/20/1981,1981,7,20,651,1065.33
7/21/1981,1981,7,21,651,1021.82
7/22/1981,1981,7,22,627,895.11
7/23/1981,1981,7,23,632,1143.22
7/24/1981,1981,7,24,681,546.82
7/25/1981,1981,7,25,669,750.58
7/26/1981,1981,7,26,655,842.52
7/27/1981,1981,7,27,672,910.94
7/28/1981,1981,7,28,650,866.89
7/29/1981,1981,7,29,580,652.24
7/30/1981,1981,7,30,550,732.58
7/31/1981,1981,7,31,552,588.18
8/1/1981,1981,8,1,605,631.81
8/2/1981,1981,8,2,563,661.3
8/3/1981,1981,8,3,568,550.99
8/4/1981,1981,8,4,549,373.14
8/5/1981,1981,8,5,522,640.58
8/6/1981,1981,8,6,485,787.19
8/7/1981,1981,8,7,488,568.45
8/8/1981,1981,8,8,471,567.6
8/9/1981,1981,8,9,463,563.6
8/10/1981,1981,8,10,500,492.26
8/11/1981,1981,8,11,448,740.59
8/12/1981,1981,8,12,462,631.66
8/13/1981,1981,8,13,459,460.4
8/14/1981,1981,8,14,458,319.64
8/15/1981,1981,8,15,452,448.93
8/16/1981,1981,8,16,487,649.68
8/17/1981,1981,8,17,547,405.38
8/18/1981,1981,8,18,546,631.91
8/19/1981,1981,8,19,571,632.7
8/20/1981,1981,8,20,609,683.04
8/21/1981,1981,8,21,646,681.71
8/22/1981,1981,8,22,660,537.13
8/23/1981,1981,8,23,685,799.57
8/24/1981,1981,8,24,718,693.48
8/25/1981,1981,8,25,619,653.78
8/26/1981,1981,8,26,568,534.3
8/27/1981,1981,8,27,575,593.79
8/28/1981,1981,8,28,611,586.01
8/29/1981,1981,8,29,613,532.45
8/30/1981,1981,8,30,611,578.19
8/31/1981,1981,8,31,649,662.91
9/1/1981,1981,9,1,690,494.04
9/2/1981,1981,9,2,652,574.1
9/3/1981,1981,9,3,663,1028.54
9/4/1981,1981,9,4,726,79.71
9/5/1981,1981,9,5,769,655.15
9/6/1981,1981,9,6,788,521.54
9/7/1981,1981,9,7,800,631.48
9/8/1981,1981,9,8,780,581.51
9/9/1981,1981,9,9,745,547.38
9/10/1981,1981,9,10,769,624.18
9/11/1981,1981,9,11,733,499.01
9/12/1981,1981,9,12,712,620.56
9/13/1981,1981,9,13,698,496.38
9/14/1981,1981,9,14,741,537.76
9/15/1981,1981,9,15,684,533.38
9/16/1981,1981,9,16,658,614.35
9/17/1981,1981,9,17,673,503.49
9/18/1981,1981,9,18,705,562.95
9/19/1981,1981,9,19,716,484.58
9/20/1981,1981,9,20,738,541.32
9/21/1981,1981,9,21,819,516.46
9/22/1981,1981,9,22,814,635.09
9/23/1981,1981,9,23,800,577.55
9/24/1981,1981,9,24,865,603.05
9/25/1981,1981,9,25,893,624.14
9/26/1981,1981,9,26,998,674.2
9/27/1981,1981,9,27,1070,831.66
9/28/1981,1981,9,28,1090,711.47
9/29/1981,1981,9,29,1060,651.88
9/30/1981,1981,9,30,1000,769.61
10/1/1981,1981,10,1,1020,780
10/2/1981,1981,10,2,1020,641.54
10/3/1981,1981,10,3,1010,655.77
10/4/1981,1981,10,4,1000,623.6
10/5/1981,1981,10,5,1020,513.78
10/6/1981,1981,10,6,1100,501.06
10/7/1981,1981,10,7,1130,278.38
10/8/1981,1981,10,8,1250,1041.91
10/9/1981,1981,10,9,1180,883.32
10/10/1981,1981,10,10,1040,820.74
10/11/1981,1981,10,11,1070,1049.57
10/12/1981,1981,10,12,1100,965.9
10/13/1981,1981,10,13,1070,886.88
10/14/1981,1981,10,14,1100,747.42
10/15/1981,1981,10,15,1160,970.26
10/16/1981,1981,10,16,1100,721.63
10/17/1981,1981,10,17,1090,717.01
10/18/1981,1981,10,18,1050,704.86
10/19/1981,1981,10,19,1040,694.34
10/20/1981,1981,10,20,1030,560.55
10/21/1981,1981,10,21,1020,734.13
10/22/1981,1981,10,22,1030,639.32
10/23/1981,1981,10,23,1040,762.03
10/24/1981,1981,10,24,1030,707.1
10/25/1981,1981,10,25,1020,641.28
10/26/1981,1981,10,26,1020,796.32
10/27/1981,1981,10,27,1010,734.15
10/28/1981,1981,10,28,979,766.53
10/29/1981,1981,10,29,965,714.88
10/30/1981,1981,10,30,972,839.15
10/31/1981,1981,10,31,965,757.19
11/1/1981,1981,11,1,958,754.56
11/2/1981,1981,11,2,937,801.3
11/3/1981,1981,11,3,937,754.81
11/4/1981,1981,11,4,930,718.05
11/5/1981,1981,11,5,916,811.75
11/6/1981,1981,11,6,916,755.5
11/7/1981,1981,11,7,916,674.44
11/8/1981,1981,11,8,916,681.03
11/9/1981,1981,11,9,937,694.48
11/10/1981,1981,11,10,1050,741.97
11/11/1981,1981,11,11,1000,723.22
11/12/1981,1981,11,12,1000,849.18
11/13/1981,1981,11,13,1100,1528.42
11/14/1981,1981,11,14,1040,1316.06
11/15/1981,1981,11,15,993,1531.48
11/16/1981,1981,11,16,965,1868.42
11/17/1981,1981,11,17,972,2484.73
11/18/1981,1981,11,18,979,1902.29
11/19/1981,1981,11,19,1030,1648.19
11/20/1981,1981,11,20,1010,1193.21
11/21/1981,1981,11,21,1040,1307.47
11/22/1981,1981,11,22,1050,1787.94
11/23/1981,1981,11,23,1000,1825.75
11/24/1981,1981,11,24,986,1815.48
11/25/1981,1981,11,25,972,1523.4
11/26/1981,1981,11,26,958,1129.48
11/27/1981,1981,11,27,944,736.8
11/28/1981,1981,11,28,951,1401.54
11/29/1981,1981,11,29,958,898.05
11/30/1981,1981,11,30,937,811.51
12/1/1981,1981,12,1,923,1091.8
12/2/1981,1981,12,2,930,1087.87
12/3/1981,1981,12,3,930,1084.31
12/4/1981,1981,12,4,916,1005.4
12/5/1981,1981,12,5,909,925.55
12/6/1981,1981,12,6,902,1016.53
12/7/1981,1981,12,7,902,1037.14
12/8/1981,1981,12,8,895,1049.34
12/9/1981,1981,12,9,895,1092.38
12/10/1981,1981,12,10,909,1054.71
12/11/1981,1981,12,11,900,1066.07
12/12/1981,1981,12,12,910,748.24
12/13/1981,1981,12,13,920,579.04
12/14/1981,1981,12,14,950,1983.13
12/15/1981,1981,12,15,1020,1833.98
12/16/1981,1981,12,16,979,1400.69
12/17/1981,1981,12,17,930,1219.41
12/18/1981,1981,12,18,923,1098.73
12/19/1981,1981,12,19,1070,1866.32
12/20/1981,1981,12,20,1290,5106.75
12/21/1981,1981,12,21,1290,4663.06
12/22/1981,1981,12,22,1280,3166.05
12/23/1981,1981,12,23,1150,2120.86
12/24/1981,1981,12,24,1110,1920.36
12/25/1981,1981,12,25,1090,2039.82
12/26/1981,1981,12,26,1070,1884.95
12/27/1981,1981,12,27,1060,1722.82
12/28/1981,1981,12,28,1020,1608.95
12/29/1981,1981,12,29,1020,1400.73
12/30/1981,1981,12,30,1030,1507.83
12/31/1981,1981,12,31,986,1141.39
1/1/1982,1982,1,1,993,1432.05
1/2/1982,1982,1,2,979,1340.1
1/3/1982,1982,1,3,972,1283.6
1/4/1982,1982,1,4,979,1506.19
1/5/1982,1982,1,5,972,1102.35
1/6/1982,1982,1,6,937,544.96
1/7/1982,1982,1,7,868,85.39
1/8/1982,1982,1,8,902,2243.41
1/9/1982,1982,1,9,902,544.65
1/10/1982,1982,1,10,895,1660.97
1/11/1982,1982,1,11,902,1150.56
1/12/1982,1982,1,12,916,1151.98
1/13/1982,1982,1,13,909,1202.37
1/14/1982,1982,1,14,909,1157.53
1/15/1982,1982,1,15,909,1027.14
1/16/1982,1982,1,16,930,1359.95
1/17/1982,1982,1,17,986,1286.97
1/18/1982,1982,1,18,1040,1198.84
1/19/1982,1982,1,19,1050,1202.65
1/20/1982,1982,1,20,1000,1105.41
1/21/1982,1982,1,21,965,816.99
1/22/1982,1982,1,22,951,1383.39
1/23/1982,1982,1,23,993,1413.71
1/24/1982,1982,1,24,1040,1356.64
1/25/1982,1982,1,25,1100,1501.59
1/26/1982,1982,1,26,1180,1264.38
1/27/1982,1982,1,27,1370,1208.8
1/28/1982,1982,1,28,1310,1092.02
1/29/1982,1982,1,29,1220,984
1/30/1982,1982,1,30,1170,965.22
1/31/1982,1982,1,31,1150,1045.92
2/1/1982,1982,2,1,1120,1159.58
2/2/1982,1982,2,2,1360,1048.11
2/3/1982,1982,2,3,1610,1015.57
2/4/1982,1982,2,4,2730,1118.31
2/5/1982,1982,2,5,3680,661.96
2/6/1982,1982,2,6,4670,598.11
2/7/1982,1982,2,7,5000,927.52
2/8/1982,1982,2,8,5010,997.13
2/9/1982,1982,2,9,5040,1151.4
2/10/1982,1982,2,10,5030,921.79
2/11/1982,1982,2,11,5010,1085.99
2/12/1982,1982,2,12,5030,964.26
2/13/1982,1982,2,13,5080,2133.24
2/14/1982,1982,2,14,5330,1020.36
2/15/1982,1982,2,15,6350,4110.69
2/16/1982,1982,2,16,6780,6802.19
2/17/1982,1982,2,17,6040,6381.62
2/18/1982,1982,2,18,5410,5532.41
2/19/1982,1982,2,19,5430,5666.12
2/20/1982,1982,2,20,5920,5789.36
2/21/1982,1982,2,21,5990,6768.11
2/22/1982,1982,2,22,5990,8386.39
2/23/1982,1982,2,23,5830,7528.36
2/24/1982,1982,2,24,5660,5958.13
2/25/1982,1982,2,25,5550,4969.78
2/26/1982,1982,2,26,5500,4414.77
2/27/1982,1982,2,27,5710,4068.19
2/28/1982,1982,2,28,5870,3956.49
3/1/1982,1982,3,1,5850,3996.16
3/2/1982,1982,3,2,5920,4108.49
3/3/1982,1982,3,3,5920,4546.2
3/4/1982,1982,3,4,5900,4280.55
3/5/1982,1982,3,5,6040,3904.72
3/6/1982,1982,3,6,6350,3593.97
3/7/1982,1982,3,7,6550,3475.17
3/8/1982,1982,3,8,6530,3875.25
3/9/1982,1982,3,9,6710,3179.12
3/10/1982,1982,3,10,6910,3190.06
3/11/1982,1982,3,11,6930,4289.2
3/12/1982,1982,3,12,6930,4725.88
3/13/1982,1982,3,13,6910,4552.06
3/14/1982,1982,3,14,6930,4548.25
3/15/1982,1982,3,15,6970,4449.43
3/16/1982,1982,3,16,6950,4212.33
3/17/1982,1982,3,17,6870,3869.07
3/18/1982,1982,3,18,6870,4033.29
3/19/1982,1982,3,19,6860,3833.17
3/20/1982,1982,3,20,6890,3515.53
3/21/1982,1982,3,21,6970,3304.98
3/22/1982,1982,3,22,6930,3185.76
3/23/1982,1982,3,23,6950,3056.92
3/24/1982,1982,3,24,6990,3204.15
3/25/1982,1982,3,25,7040,3261.54
3/26/1982,1982,3,26,7100,3598.49
3/27/1982,1982,3,27,7100,4178.85
3/28/1982,1982,3,28,7060,4478.45
3/29/1982,1982,3,29,7080,4561.86
3/30/1982,1982,3,30,7100,5408.62
3/31/1982,1982,3,31,7060,3224.69
4/1/1982,1982,4,1,7100,4112.15
4/2/1982,1982,4,2,7080,3725.76
4/3/1982,1982,4,3,7100,3663.34
4/4/1982,1982,4,4,7150,3735.24
4/5/1982,1982,4,5,7080,3410.45
4/6/1982,1982,4,6,7080,3310.95
4/7/1982,1982,4,7,7080,3117.04
4/8/1982,1982,4,8,7080,3067.46
4/9/1982,1982,4,9,7060,3009.76
4/10/1982,1982,4,10,7080,3308.23
4/11/1982,1982,4,11,7170,5154.27
4/12/1982,1982,4,12,7100,8927.33
4/13/1982,1982,4,13,7060,9739.48
4/14/1982,1982,4,14,6120,13012.89
4/15/1982,1982,4,15,4950,9188.06
4/16/1982,1982,4,16,6820,7579.9
4/17/1982,1982,4,17,6890,7226.58
4/18/1982,1982,4,18,6760,6693.8
4/19/1982,1982,4,19,6670,6235.23
4/20/1982,1982,4,20,6640,5964.59
4/21/1982,1982,4,21,6710,5868.14
4/22/1982,1982,4,22,6640,6340.21
4/23/1982,1982,4,23,6490,7215.89
4/24/1982,1982,4,24,6510,9378.8
4/25/1982,1982,4,25,6460,11029.29
4/26/1982,1982,4,26,6330,13031.09
4/27/1982,1982,4,27,6250,12152.71
4/28/1982,1982,4,28,6070,13257.17
4/29/1982,1982,4,29,6070,12964.88
4/30/1982,1982,4,30,6180,12644.26
5/1/1982,1982,5,1,6110,12875.55
5/2/1982,1982,5,2,6020,14745.29
5/3/1982,1982,5,3,5920,18131.81
5/4/1982,1982,5,4,5810,18660.59
5/5/1982,1982,5,5,5880,15810.43
5/6/1982,1982,5,6,5880,13937.57
5/7/1982,1982,5,7,6000,13556.27
5/8/1982,1982,5,8,6110,13925.19
5/9/1982,1982,5,9,6160,13178.44
5/10/1982,1982,5,10,6440,11436.26
5/11/1982,1982,5,11,6620,10693.41
5/12/1982,1982,5,12,6660,10286.59
